Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Total Revenue,Cost of Revenue,Gross Profit,Research and Development,Sales General and Admin.,Non-Recurring Items,Other Operating Items,Operating Income,Add'l income/expense items,Earnings Before Interest and Tax,Interest Expense,Earnings Before Tax,Income Tax,Minority Interest,Equity Earnings/Loss Unconsolidated Subsidiary,Net Income-Cont. Operations,Net Income,Net Income Applicable to Common Shareholders
BPYPP,12/31/2019,25.97,23.41,-9.857527916827104,8203000,0,8203000,0,4150000,0,341000,3712000,596000,6277000,2924000,3353000,196000,1969000,0,5126000,3157000,3157000
BPYPP,12/31/2018,24.84,25.97,4.549114331723024,7239000,0,7239000,0,4145000,0,308000,2786000,2466000,6199000,2464000,3735000,81000,947000,0,4601000,3654000,3654000
BPYPP,12/31/2017,24.84,24.8,-0.1610305958132011,6135000,0,6135000,0,3448000,0,275000,2412000,1254000,4627000,1967000,2660000,192000,961000,0,3429000,2468000,2468000
BPYPP,12/31/2016,24.84,24.8,-0.1610305958132011,5352000,0,5352000,0,3000000,0,240000,2112000,692000,3823000,1681000,2142000,-575000,1019000,0,3736000,2717000,2717000
GRA,12/31/2019,69.98,54.82,-21.6633323806802,1958100,1164400,793700,64500,402500,13700,0,313000,-80600,260200,76700,183500,56800,27800,-400,154100,126300,126300
GRA,12/31/2018,63.92,69.85,9.277221526908624,1932100,1165400,766700,62700,382700,46400,0,274900,18400,325100,80200,244900,78100,31800,800,199400,167600,167600
GRA,12/31/2017,70.36,64.91,-7.745878339965893,1716500,1040400,676100,56300,301500,26700,0,291600,-27100,290400,79500,210900,200500,25900,800,37100,11200,11200
GRA,12/31/2016,68.12,70.89,4.066353493834404,1598600,928800,669800,51600,271800,67300,0,279100,-61400,247500,81500,166000,59000,29800,0,107000,94100,94100
SYPR,12/31/2019,0.85,1.52,78.82352941176471,87891,78008,9883,0,14189,0,0,-4306,1256,-3050,903,-3953,-4,0,0,-3949,-3949,-3949
SYPR,12/31/2018,0.97,0.7801,-19.57731958762886,87969,80397,7572,0,11868,0,0,-4296,1436,-2860,850,-3710,-205,0,0,-3505,-3505,-3505
SYPR,12/31/2017,1.36,0.78,-42.64705882352941,82294,78964,3330,38,15438,0,0,-12146,1515,-10631,809,-11440,-618,0,0,-10822,-10822,-10822
SYPR,12/31/2016,0.86,1.38,60.46511627906976,91797,91048,749,330,23177,0,0,-22758,33984,11226,4882,6344,301,0,0,6043,6043,6043
BIMI,12/31/2019,3.51,1.67,-52.421652421652425,158,304,-146,0,1567,0,0,-1713,-550,-2263,6,-2269,0,0,14,-2269,-4439,-4439
BIMI,12/31/2018,16.13,3.19,-80.22318660880347,0,0,0,0,213,0,0,-213,0,-213,0,-213,0,0,213,-213,-16787,-16787
BIMI,12/31/2017,1.01,15.73,1457.4257425742574,8508,7592,917,0,2112,0,0,-1195,-27,-1222,354,-1576,3,0,9,-1570,-1570,-1570
BIMI,12/31/2016,0.8837,1.03,16.555392101391874,6041,5892,149,0,1629,0,0,-1480,17,-1463,354,-1817,0,0,0,-1818,-1818,-1818
SNSS,12/31/2019,3.378,1.99,-41.08940201302546,2073,0,2073,15412,9949,0,0,-23288,472,-22816,514,-23330,0,0,0,-23330,-23330,-23330
SNSS,12/31/2018,4.364,3.377,-22.616865261228234,237,0,237,14615,11332,0,0,-25710,249,-25461,1154,-26615,0,0,0,-26615,-26615,-26615
SNSS,12/31/2017,37.4,4.157,-88.8850267379679,669,0,669,21540,13548,0,0,-34419,357,-34062,1396,-35458,0,0,0,-35458,-35458,-35458
SNSS,12/31/2016,36.5,38.6,5.75342465753425,2536,0,2536,22881,16115,0,0,-36460,158,-36302,1721,-38023,0,0,0,-38023,-38023,-38023
GPI,12/31/2019,100.63,131.14,30.31899036072741,12043800,10227800,1816000,0,1358400,22200,71600,363700,0,363800,136500,227300,53300,0,0,174000,174000,174000
GPI,12/31/2018,52.22,100,91.49751053236308,11601400,9876300,1725100,0,1273100,43900,67100,341100,0,341100,135700,205400,47600,0,0,157800,157800,157800
GPI,12/31/2017,71.14,52.72,-25.892606128760193,11123700,9478200,1645500,0,1226200,19500,57900,341900,0,341900,122900,219000,5600,0,0,213400,213400,213400
GPI,12/31/2016,79.98,72.51,-9.339834958739683,10887612,9292543,1595069,0,1170763,32838,51234,340234,0,340234,112863,227371,80306,0,0,147065,147065,147065
TECK,12/31/2019,17.63,18.15,2.9495178672716937,9203000,6627000,2576000,104000,513000,2074000,0,-116000,-38000,-156000,205000,-361000,93000,-2000,0,-456000,-453000,-453000
TECK,12/31/2018,20.81,17.37,-16.530514175876974,9199000,5816000,3383000,77000,-225000,30000,0,3503000,-14000,3487000,185000,3302000,999000,-2000,0,2300000,2303000,2303000
TECK,12/31/2017,26.31,21.54,-18.129988597491447,9506000,5861000,3645000,90000,277000,-130000,0,3409000,-107000,3307000,183000,3124000,1137000,5000,0,1991000,1987000,1987000
TECK,1/1/2017,20.52,26.93,31.237816764132553,6935000,5148000,1787000,60000,221000,219000,0,1286000,190000,1478000,264000,1214000,438000,1000,0,778000,776000,776000
CORE,12/31/2019,27.39,29.37,7.228915662650604,16670500,15746300,924200,0,821600,0,10000,92600,-800,91800,14400,77400,19700,0,0,57700,57700,57700
CORE,12/31/2018,23,27.19,18.21739130434783,16395300,15527800,867500,0,785700,0,10000,71800,1800,73600,13700,59900,14400,0,0,45500,45500,45500
CORE,12/31/2017,31.85,23.25,-27.001569858712717,15687600,14895900,791700,0,728400,0,8500,54800,-15400,39400,11000,28400,-5100,0,0,33500,33500,33500
CORE,12/31/2016,43.16,31.23,-27.641334569045405,14529400,13792500,736900,0,641500,0,5300,90100,500,90600,5100,85500,31300,0,0,54200,54200,54200
PLAN,1/31/2019,31.44,57.59,83.17430025445292,240642,67398,173244,48998,252509,0,0,-128263,456,-127807,0,-127807,3209,0,0,-131016,-131016,-131016
PLAN,1/31/2018,24.25,31.39,29.443298969072163,168347,51985,116362,30908,131373,0,0,-45919,-374,-46293,0,-46293,1261,0,0,-47554,-47554,-47554
PLAN,1/31/2017,24.25,24.3,0.2061855670103122,120499,39407,81092,23868,96159,0,0,-38935,-747,-39682,0,-39682,512,0,0,-40194,-40194,-40194
UZC,12/31/2019,26.15,25.26,-3.4034416826003713,4022000,1028000,2994000,0,2162000,0,702000,112000,-1000,295000,110000,185000,52000,166000,-6000,293000,127000,127000
UZC,12/31/2018,23.61,26.06,10.37695891571368,3967000,1031000,2936000,0,2146000,0,640000,158000,22000,331000,116000,215000,51000,159000,-14000,309000,150000,150000
UZC,12/31/2017,25.92,23.64,-8.7962962962963,3890000,1071000,2819000,0,2144000,370000,615000,-304000,14000,-159000,113000,-272000,-287000,137000,-3000,149000,12000,12000
UZC,12/31/2016,25.43,25.63,0.7864726700747121,3990000,1081000,2909000,0,2240000,0,618000,48000,4000,195000,113000,82000,33000,140000,-1000,188000,48000,48000
UVSP,12/31/2019,26.91,20.58,-23.522853957636574,279515,22293,0,0,146083,0,8518,0,0,102621,22568,80053,14334,0,0,65719,65719,65719
UVSP,12/31/2018,21.47,26.78,24.73218444340942,250661,13418,0,0,136668,571,20310,0,0,79694,19008,60686,10143,0,0,50543,50543,50543
UVSP,12/31/2017,28.25,21.57,-23.646017699115045,222255,6006,0,0,130713,0,9892,0,0,75644,13833,61811,17717,0,0,44094,44094,44094
UVSP,12/31/2016,31,28.05,-9.516129032258062,182570,2954,0,0,124326,17655,4821,0,0,32814,9428,23386,3881,0,0,19505,19505,19505
YUMC,12/31/2019,48.35,57.09,18.076525336091006,8776000,6659000,2117000,0,1180000,36000,0,901000,102000,1003000,0,1003000,260000,0,-30000,713000,713000,713000
YUMC,12/31/2018,33.23,48.01,44.47788143244057,8415000,6434000,1981000,0,999000,41000,0,941000,9000,950000,0,950000,214000,0,-28000,708000,708000,708000
YUMC,12/31/2017,40.14,33.53,-16.46736422521176,7769000,5822000,1947000,0,1122000,47000,0,778000,25000,803000,0,803000,379000,0,-26000,398000,398000,398000
YUMC,12/31/2016,26.51,40.63,53.262919652961145,7075000,5612000,1463000,0,751000,78000,0,634000,32000,666000,0,666000,156000,0,-12000,498000,498000,498000
CMCTP,12/31/2019,26.367,21.26,-19.368908104828,139989,81231,58758,0,6928,69000,27374,-44544,403122,358578,12175,346403,882,0,152,345673,345673,322696
CMCTP,12/31/2018,30,26.22,-12.600000000000003,197470,104368,93102,0,10105,0,53228,29769,-808,28961,26894,2067,925,0,-21,1121,1121,-14298
CMCTP,12/31/2017,74.505,30,-59.734246023756796,236059,131519,104540,0,17341,13100,58364,15735,399883,415618,34484,381134,1376,0,-21,379737,379737,377813
CMCTP,12/31/2016,74.505,74.505,0.0,265931,158585,107346,0,8301,0,71968,27077,39666,66743,34385,32358,1646,0,-18,30712,34547,34538
TRTX,12/31/2019,20.31,10.62,-47.71048744460857,1754,0,1754,0,39835,0,0,-38081,339814,301733,174841,126892,579,0,0,126313,126313,126298
TRTX,12/31/2018,18.22,20.27,11.251372118551046,1307,0,1307,0,33595,0,0,-32288,265594,233306,126025,107281,340,0,0,106941,106941,106938
TRTX,12/31/2017,19.16,18.28,-4.592901878914399,1697,0,1697,0,27834,0,0,-26137,198903,172766,78268,94498,146,0,0,94352,94352,94336
TRTX,12/31/2016,19.6,19.05,-2.806122448979595,416,0,416,0,22436,0,0,-22020,153631,131611,61649,69962,-5,0,0,69967,69967,69951
TRVG,12/31/2019,2.7,2.42,-10.37037037037038,941357,10281,931076,0,886359,0,1891,42825,-480,42344,37,42307,23553,508,0,19263,19263,19263
TRVG,12/31/2018,5.59,2.62,-53.13059033989267,1045779,6213,1039566,0,1059551,0,1925,-21910,616,-21294,2102,-23396,1241,72,0,-24565,-24565,-24565
TRVG,12/31/2017,6.93,5.63,-18.759018759018755,1243300,7121,1236179,0,1256771,0,3867,-24458,3121,-21337,53,-21390,-5721,0,682,-14987,-14987,-14987
TRVG,12/31/2016,11.76,7.01,-40.39115646258504,795461,4507,790954,0,823217,0,14616,-46878,-147,-47025,145,-47170,7035,0,749,-53456,-53456,-53456
VALE,12/31/2019,13.31,16.76,25.92036063110444,37570000,21187000,16383000,443000,8394000,6227000,0,1319000,393000,1031000,3806000,-2775000,-595000,-681000,497000,-1683000,-1683000,-1683000
VALE,12/31/2018,12.94,13.2,2.009273570324573,36575000,22109000,14466000,373000,968000,1170000,0,11955000,-2612000,9161000,2345000,6816000,-172000,-182000,-36000,6952000,6860000,6860000
VALE,12/31/2017,12.55,13.19,5.099601593625488,33967000,21039000,12928000,340000,951000,707000,0,10930000,254000,11102000,3273000,7829000,1495000,-82000,-21000,6313000,5507000,5507000
VALE,12/31/2016,7.89,12.77,61.85044359949303,27488000,17650000,9838000,319000,774000,1693000,0,7052000,4520000,10661000,2677000,7984000,2781000,-911000,8000,5211000,3982000,3982000
SBSI,12/31/2019,37.21,31.03,-16.608438591776405,283155,44565,0,0,114879,0,9519,0,0,114192,26417,87775,13221,0,0,74554,74554,74554
SBSI,12/31/2018,31.36,37.14,18.431122448979597,269938,35864,0,0,112473,2413,13650,0,0,105538,21237,84301,10163,0,0,74138,74138,74138
SBSI,12/31/2017,33.87,31.75,-6.259226454089157,224947,20736,0,0,100028,4352,6630,0,0,93201,22768,70433,16121,0,0,54312,54312,54312
SBSI,12/31/2016,37.1707,34,-8.530105701533726,208324,14255,0,0,107582,0,11720,0,0,74767,15093,59674,10325,0,0,49349,49349,49349
DOGZ,6/30/2019,2.95,1.407,-52.30508474576271,26217,16787,9430,673,8117,0,0,640,527,1783,0,1783,380,0,19,1422,1422,1422
DOGZ,6/30/2018,4.18,2.9356,-29.77033492822966,30135,18001,12135,580,5613,0,0,5941,-388,5529,0,5529,925,0,0,4604,4604,4604
DOGZ,6/30/2017,5.8,4.1775,-27.97413793103448,21172,12837,8335,208,2317,0,0,5809,412,5889,0,5889,943,0,0,4946,4946,4946
CTRE,12/31/2019,20.63,22.18,7.513330101793508,159056,5946,153110,0,15158,16692,51822,69438,5046,74484,28125,46359,0,0,0,46359,46359,46359
CTRE,12/31/2018,18.28,20.63,12.855579868708958,155376,14888,140488,0,12555,0,45766,82167,3616,85783,27860,57923,0,0,0,57923,57923,57923
CTRE,12/31/2017,16.81,18.46,9.815585960737671,131115,12987,118128,0,11117,890,39159,66962,-16892,61953,24196,37757,0,0,0,25874,25874,25874
CTRE,12/31/2016,15.11,16.93,12.045003309066846,103942,10395,93547,0,9297,205,31965,52080,146,52552,22873,29679,0,0,0,29353,29353,29353
WCC,12/31/2019,60,78.5,30.833333333333332,8358917,6777456,1581461,0,1173137,0,62107,346217,0,282061,0,282061,59863,0,1228,223426,223426,223426
WCC,12/31/2018,47.15,59.39,25.95970307529163,8176601,6609220,1567381,0,1151944,0,62997,352440,0,281025,0,281025,55670,0,1988,227343,227343,227343
WCC,12/31/2017,68.4,48,-29.824561403508778,7679021,6194366,1484655,0,1101598,0,64017,319040,0,252440,0,252440,89307,0,327,163460,163460,163460
WCC,12/31/2016,67.65,66.8,-1.2564671101256593,7336017,5887814,1448203,0,1050799,0,66858,330546,-123933,131551,0,131551,30431,0,468,101588,101588,101588
NLY,12/31/2019,9.43,8.45,-10.392364793213154,929152,0,0,0,301634,0,16569,0,0,610949,0,-2173926,-10835,0,226,-2162865,-2162865,-2299441
NLY,12/31/2018,9.79,9.42,-3.779366700715008,2283002,0,0,0,329873,0,3496,0,0,1949633,0,51773,-2375,0,260,54408,54408,-74904
NLY,12/31/2017,11.89,9.82,-17.40958788898234,2808476,0,0,0,224124,0,0,0,0,2584352,0,1575998,6982,0,588,1569604,1569604,1459969
NLY,12/31/2016,10.02,11.67,16.467065868263475,2339299,0,0,0,250356,0,0,0,0,2088943,0,1431191,-1595,0,970,1433756,1433756,1351496
PBCTP,12/31/2019,28.22,28,-0.7795889440113355,2312200,356900,0,0,1130200,0,60800,0,0,764300,111900,652400,132000,0,0,520400,520400,506300
PBCTP,12/31/2018,22.14,28.16,27.190605239385725,1922700,216100,0,0,974300,0,51800,0,0,680500,104200,576300,108200,0,0,468100,468100,454000
PBCTP,12/31/2017,28.28,22.21,-21.46393210749646,1655300,130700,0,0,930300,0,56000,0,0,538300,71200,467100,129900,0,0,337200,337200,323100
PBCTP,12/31/2016,25.94,28.08,8.249807247494205,1470000,100900,0,0,845200,0,60200,0,0,463700,54200,409500,128500,0,0,281000,281000,279200
SGOC,12/31/2019,0.9501,1.45,52.61551415640459,5525,4119,1406,0,3570,39509,0,-41673,199,-41474,218,-41692,-4640,0,17657,-37052,-19402,-19402
SGOC,12/31/2018,0.9,0.9501,5.566666666666658,1580,2635,-1055,0,2548,10715,0,-14318,654,-13664,198,-13862,-311,0,8692,-13551,-12372,-12372
SGOC,12/31/2017,1.05,0.85,-19.047619047619055,51,1343,-1292,0,2216,5618,0,-9126,-14,-9140,13,-9153,-350,0,0,-8803,-11214,-11214
SGOC,12/31/2016,3.75,1.18,-68.53333333333333,5069,4867,202,0,4170,0,0,-3968,-1379,-5347,15,-5362,-315,0,0,-5047,-5047,-5047
PLAY,2/3/2019,51.46,44.51,-13.505635445005835,1265301,220263,1045038,0,742600,23163,118275,161000,0,161000,13113,147887,30666,0,0,117221,117221,117221
PLAY,2/4/2018,47.45,50.88,7.228661749209694,1139791,196672,943119,0,650835,23746,102766,165772,-718,165054,8665,156389,35440,0,0,120949,120949,120949
PLAY,1/29/2017,54.36,47.82,-12.030905077262691,1005158,180300,824858,0,570623,15414,88305,150516,0,150516,6985,143531,52736,0,0,90795,90795,90795
NCV,2/28/2009,10.33,10.32,-0.09680542110357973,122493,8595,113898,0,1798,0,0,112100,-557765,112100,0,112100,0,0,0,-445665,-445665,-458048
NCV,2/28/2007,10.33,10.32,-0.09680542110357973,167662,11112,156550,0,1815,0,0,154735,0,116181,0,116181,0,0,0,154735,154735,128806
NCV,2/28/2006,10.33,10.32,-0.09680542110357973,140248,11393,128855,0,1797,0,0,127057,-55836,103018,0,103018,0,0,0,71221,71221,52617
FLUX,6/30/2019,0.9,8,788.8888888888889,9317,8768,549,4088,7712,0,0,-11251,84,-11167,1247,-12414,0,0,0,-12414,-12414,-12414
FLUX,6/30/2018,0.9,0.9,0.0,4118,4913,-795,1956,3462,0,0,-6213,0,-6213,752,-6965,0,0,0,-6965,-6965,-6965
FLUX,6/30/2017,0.9,0.9,0.0,902,1622,-720,1052,2404,0,0,-4176,14,-4162,273,-4435,0,0,0,-4435,-4435,-4435
IEP,12/31/2019,61.5,50.67,-17.60975609756097,10386000,8212000,2174000,0,1894000,20000,0,260000,-1394000,-1134000,605000,-1739000,20000,0,693000,-1759000,-1098000,-1098000
IEP,12/31/2018,56.2,61.5,9.4306049822064,11223000,9002000,2221000,0,1915000,113000,0,193000,554000,747000,524000,223000,-14000,0,-519000,237000,1482000,1482000
IEP,12/31/2017,53.35,57.08,6.991565135895026,10049000,8220000,1829000,0,1787000,91000,0,-49000,2570000,2521000,655000,1866000,-532000,0,-178000,2398000,2454000,2454000
IEP,12/31/2016,60.22,54.36,-9.730986383261374,8580000,6837000,1743000,0,1632000,591000,0,-480000,-1201000,-1681000,692000,-2373000,-88000,0,1092000,-2285000,-1128000,-1128000
BKNG,12/31/2019,2068.4,2227.27,7.680816089731188,47007000,19931000,27076000,0,17877000,0,2581000,6618000,-119000,6499000,301000,6198000,1431000,0,0,4767000,4767000,4767000
BKNG,12/31/2018,1691.25,2053.73,21.432668144863268,44438000,19442000,24996000,0,17403000,0,2329000,5264000,198000,5462000,311000,5151000,1216000,0,0,3935000,3935000,3935000
BKNG,12/31/2017,1750.09,1722.42,-1.5810615454062276,41138000,16896000,24242000,0,16054000,0,2222000,5966000,-70000,5896000,396000,5500000,2295000,0,0,3205000,3205000,3205000
BKNG,12/31/2016,1476.91,1784.75,20.843517885314604,39450000,15505000,23945000,0,15063000,0,1886000,6996000,-255000,6741000,388000,6353000,2158000,0,0,4195000,4195000,4195000
IDT,7/31/2019,10.14,6.51,-35.79881656804734,1409172,1174015,235157,0,213530,0,22632,-1005,1458,453,0,453,123,0,-196,134,134,134
IDT,7/31/2018,5.25,10.16,93.52380952380952,1547495,1306037,241458,0,210279,0,22801,8378,-277,8101,0,8101,2902,0,-991,4208,4208,4208
IDT,7/31/2017,13.1984,5.25,-60.222451206206806,1501729,1275708,226021,0,198768,0,21704,5549,2071,7620,0,7620,-2021,0,-1464,8177,8177,8177
ERC,10/31/2011,14.86,16.5381,11.292732166890987,53838,0,53838,0,7261,122,0,46578,-16328,30865,616,30249,0,0,0,30249,30249,30249
ERC,10/31/2008,14.79,14.8,0.06761325219744127,84723,7122,77601,0,2964,0,0,74637,-224986,74637,3990,70646,0,0,0,-154340,-154340,-166749
ERC,10/31/2007,14.79,14.8,0.06761325219744127,96873,7162,89710,0,1690,0,0,88020,-3480,72719,144,72575,0,0,0,84397,84397,62959
ERC,10/31/2006,14.79,14.8,0.06761325219744127,87158,7305,79854,0,1673,0,0,78181,-13155,67270,49,67221,0,0,0,64977,64977,46098
XBIOW,12/31/2019,1.37,1.8,31.386861313868607,17,0,17,4889,4731,3283,0,-12887,112,-12775,0,-12775,0,0,0,-12775,-12775,-18059
XBIOW,12/31/2018,2,1.37,-31.499999999999993,0,0,0,2884,4392,0,0,-7276,-24,-7300,0,-7300,0,0,0,-7300,-7300,-7300
XBIOW,12/31/2017,2,2.15,7.499999999999996,7585,156,7429,4060,6938,0,0,-3569,-25,-3595,0,-3595,0,0,0,-3595,-3595,-3595
XBIOW,12/31/2016,2,2.15,7.499999999999996,3000,0,3000,43738,6693,0,0,-47431,-6046,-53477,730,-54206,0,0,0,-54206,-54206,-58241
NBR,12/31/2019,146,58.23,-60.116438356164394,3043383,1929331,1114052,50359,258731,290471,876091,-361600,-23006,-384611,204311,-588922,91576,-5,-22375,-702878,-702885,-720129
NBR,12/31/2018,97.5,144,47.69230769230769,3057619,1976974,1080645,56147,265822,144446,866870,-252640,-39031,-291670,227124,-518794,79269,1,-28222,-626284,-640948,-653253
NBR,12/31/2017,344,100,-70.93023255813954,2564285,1718069,846216,51069,251184,44536,842943,-343516,-13686,-357195,222889,-580084,-82970,7,-6178,-503285,-546811,-546811
NBR,12/31/2016,847,343.5,-59.44510035419126,2227839,1344298,883541,33582,227639,498499,871631,-747810,-42991,-1012715,185360,-1198075,-186831,-221914,-135,-1233293,-1029742,-1029742
WNS,3/31/2019,53.83,42.98,-20.156046814044217,809120,518236,290884,0,159834,0,15783,119762,19089,134356,3204,131152,25719,0,0,105433,105433,105433
WNS,3/31/2018,45.38,53.41,17.69501983252533,757956,503130,254826,0,159393,0,15505,94901,26203,106131,4264,101867,15431,0,0,86436,86436,86436
WNS,3/31/2017,28.64,44.73,56.18016759776535,602546,403324,199222,0,124373,21673,20539,47151,23203,55840,547,55293,17530,0,0,37763,37763,37763
NCA,8/31/2008,8.18,8.22,0.48899755501223624,16588,1540,15048,0,48,0,0,15000,-7525,11860,117,11744,0,0,0,7358,7358,7358
NCA,8/31/2007,8.18,8.22,0.48899755501223624,13488,1504,11985,0,51,0,0,11934,-6484,11531,72,11459,0,0,0,5378,5378,5378
NCA,8/31/2006,8.18,8.22,0.48899755501223624,14267,1555,12712,0,49,0,0,12663,-4453,11510,0,11510,0,0,0,8210,8210,8210
NCA,8/31/2005,8.18,8.22,0.48899755501223624,18687,1574,17113,0,57,0,0,17056,0,11742,0,11742,0,0,0,17056,17056,17056
ESP,6/30/2019,24.75,17.3198,-30.021010101010102,36478,29415,7063,0,4410,0,0,2653,229,2882,0,2882,539,0,0,2343,2343,2343
ESP,6/30/2018,26,24.75,-4.8076923076923075,32518,24856,7662,0,3808,0,0,3854,215,4069,0,4069,993,0,0,3076,3076,3076
ESP,6/30/2017,22.64,26.27,16.033568904593633,22521,17806,4715,0,3188,0,0,1526,125,1651,0,1651,516,0,0,1136,1136,1136
CMSC,12/31/2019,26.87,28.4,5.694082620022321,6845000,4281000,2564000,0,333000,0,992000,1239000,103000,1352000,523000,829000,147000,10000,-2000,690000,690000,680000
CMSC,12/31/2018,24.05,26.77,11.309771309771305,6873000,4475000,2398000,0,303000,0,933000,1162000,64000,1235000,461000,774000,115000,9000,-2000,666000,666000,657000
CMSC,12/31/2017,24.84,24.06,-3.1400966183574925,6583000,4080000,2503000,0,284000,0,881000,1338000,-27000,1326000,440000,886000,424000,15000,-2000,475000,475000,460000
CMSC,12/31/2016,24.84,24.84,0.0,6399000,4051000,2348000,0,281000,0,811000,1256000,-3000,1266000,440000,826000,273000,13000,-2000,564000,564000,551000
WOW,12/31/2019,7.48,10.67,42.6470588235294,1145800,577500,568300,0,176000,9700,206200,176400,3600,180000,142100,37900,1500,0,0,36400,36400,36400
WOW,12/31/2018,7.03,7.42,5.5476529160739645,1153800,619000,534800,0,153200,216300,186900,-21600,1700,-19900,132500,-152400,-65100,0,0,-87300,-87300,-87300
WOW,12/31/2017,10.55,7.13,-32.41706161137441,1188100,626500,561600,0,45400,147400,198100,170700,7900,178600,151600,27000,-158300,0,0,185300,185300,185300
WOW,12/31/2016,16,10.62,-33.62500000000001,1237000,668300,568700,0,118100,0,207000,243600,-33500,210100,211100,-1000,32600,0,0,-33600,-33600,-33600
WLL,12/31/2019,7.45,25,235.5704697986577,1572245,370865,1201380,0,270821,54738,816488,12669,-37232,22101,191047,-168946,72220,0,0,-233336,-233336,-241166
WLL,12/31/2018,22.02,7.34,-66.66666666666667,2081414,360000,1721414,0,295073,67368,781329,569879,-36303,541341,197474,343867,1373,0,0,310526,310526,342494
WLL,12/31/2017,26.84,22.69,-15.461997019374065,1481435,369493,1111942,0,245158,936177,948939,-1529329,-511221,-1529553,191088,-1720641,-482979,0,14,-1239188,-1239188,-1237648
WLL,12/31/2016,50,27.37,-45.26,1284982,392013,892969,0,258715,121468,1171582,-828206,-210354,-869150,557620,-1426770,-87646,0,22,-1381338,-1381338,-1339102
CYBR,12/31/2019,118.19,161.59,36.72053473221086,433895,62615,371280,72520,236476,0,0,62284,7800,70084,0,70084,7020,0,0,63064,63064,63064
CYBR,12/31/2018,72.9,116.58,59.91769547325101,343199,48461,294738,57112,190334,0,0,47292,4551,51843,0,51843,4771,0,0,47072,47072,47072
CYBR,12/31/2017,41.6,74.14,78.22115384615384,261701,41848,219853,42389,157138,0,0,20326,4103,24429,0,24429,8414,0,0,16015,16015,16015
CYBR,12/31/2016,45.98,41.59,-9.54762940408872,216613,30151,186462,34614,115892,0,0,35956,245,36201,0,36201,8077,0,0,28124,28124,28124
VEC,12/31/2019,51.61,49.72,-3.662080992055804,1382642,1252711,129931,0,78316,0,0,51615,0,51615,6470,45145,10429,0,0,34716,34716,34716
VEC,12/31/2018,21.27,51.26,140.99670897978373,1279304,1164609,114695,0,66372,0,0,48323,0,48323,5071,43252,7956,0,0,35296,35296,35296
